time,node_id,observed_arrival_rate,waiting_queue_size,idle
0.000,0,2.000,2,true
0.000,1,0.000,0,true
0.000,2,3.000,3,true
0.000,3,1.000,1,true
0.000,4,6.000,6,true
1.000,0,0.000,1,false
1.000,1,1.000,1,true
1.000,2,2.000,4,false
1.000,3,3.000,3,false
1.000,4,4.000,9,false
2.000,0,1.000,2,false
2.000,1,1.000,1,false
2.000,2,3.000,7,false
2.000,3,3.000,6,false
2.000,4,4.000,13,false
3.000,0,0.000,1,false
3.000,1,0.000,1,false
3.000,2,1.000,8,false
3.000,3,3.000,9,false
3.000,4,1.000,14,false
4.000,0,0.000,1,false
4.000,1,3.000,4,false
4.000,2,3.000,11,false
4.000,3,3.000,12,false
4.000,4,5.000,18,false
5.000,0,2.000,3,false
5.000,1,2.000,6,false
5.000,2,2.000,13,false
5.000,3,6.000,18,false
5.000,4,4.000,22,false
6.000,0,2.000,5,false
6.000,1,1.000,7,false
6.000,2,4.000,17,false
6.000,3,4.000,22,false
6.000,4,8.000,24,false
7.000,0,3.000,8,false
7.000,1,1.000,8,false
7.000,2,3.000,19,false
7.000,3,1.000,23,false
7.000,4,0.000,24,false
8.000,0,0.000,8,false
8.000,1,0.000,8,false
8.000,2,2.000,21,false
8.000,3,1.000,23,false
8.000,4,6.000,30,false
9.000,0,1.000,9,false
9.000,1,0.000,7,false
9.000,2,2.000,23,false
9.000,3,2.000,25,false
9.000,4,4.000,34,false
10.000,0,0.000,9,false
10.000,1,0.000,7,false
10.000,2,1.000,23,false
10.000,3,5.000,30,false
10.000,4,6.000,40,false
11.000,0,0.000,9,false
11.000,1,2.000,9,false
11.000,2,4.000,27,false
11.000,3,7.000,37,false
11.000,4,5.000,45,false
12.000,0,0.000,9,false
12.000,1,0.000,9,false
12.000,2,1.000,28,false
12.000,3,5.000,41,false
12.000,4,4.000,49,false
13.000,0,1.000,10,false
13.000,1,1.000,10,false
13.000,2,0.000,28,false
13.000,3,3.000,44,false
13.000,4,5.000,54,false
14.000,0,0.000,9,false
14.000,1,1.000,10,false
14.000,2,4.000,32,false
14.000,3,4.000,48,false
14.000,4,2.000,56,false
15.000,0,0.000,9,false
15.000,1,0.000,10,false
15.000,2,3.000,35,false
15.000,3,5.000,53,false
15.000,4,2.000,57,false
16.000,0,0.000,9,false
16.000,1,0.000,10,false
16.000,2,2.000,36,false
16.000,3,3.000,56,false
16.000,4,9.000,66,false
17.000,0,0.000,8,false
17.000,1,1.000,11,false
17.000,2,4.000,40,false
17.000,3,2.000,58,false
17.000,4,4.000,70,false
18.000,0,1.000,9,false
18.000,1,4.000,15,false
18.000,2,1.000,41,false
18.000,3,3.000,60,false
18.000,4,5.000,75,false
19.000,0,0.000,9,false
19.000,1,2.000,17,false
19.000,2,1.000,42,false
19.000,3,1.000,61,false
19.000,4,4.000,79,false
20.000,0,0.000,9,false
20.000,1,0.000,17,false
20.000,2,3.000,44,false
20.000,3,4.000,65,false
20.000,4,6.000,85,false
21.000,0,2.000,11,false
21.000,1,3.000,20,false
21.000,2,1.000,45,false
21.000,3,2.000,67,false
21.000,4,4.000,83,false
22.000,0,0.000,11,false
22.000,1,1.000,20,false
22.000,2,2.000,47,false
22.000,3,4.000,71,false
22.000,4,4.000,87,false
23.000,0,0.000,11,false
23.000,1,0.000,20,false
23.000,2,2.000,49,false
23.000,3,5.000,75,false
23.000,4,4.000,91,false
24.000,0,3.000,14,false
24.000,1,1.000,21,false
24.000,2,3.000,52,false
24.000,3,5.000,80,false
24.000,4,3.000,94,false
25.000,0,2.000,15,false
25.000,1,1.000,22,false
25.000,2,4.000,56,false
25.000,3,2.000,82,false
25.000,4,8.000,102,false
26.000,0,0.000,15,false
26.000,1,2.000,24,false
26.000,2,0.000,56,false
26.000,3,4.000,86,false
26.000,4,5.000,107,false
27.000,0,0.000,15,false
27.000,1,1.000,25,false
27.000,2,2.000,57,false
27.000,3,3.000,89,false
27.000,4,2.000,109,false
28.000,0,1.000,16,false
28.000,1,0.000,25,false
