time,node_id,observed_arrival_rate,smoothed_arrival_rate,waiting_queue_size,idle,predicted_queue_size,proactive_queue_threshold,proactive_risk
0.000,0,2.000,2.000,1,false,19.476,9.600,false
0.000,1,3.000,3.000,2,false,30.476,16.800,true
0.000,2,2.000,2.000,1,false,19.476,25.200,false
0.000,3,4.000,4.000,3,false,41.476,36.000,true
0.000,4,1.000,1.000,0,false,8.476,48.000,false
1.000,0,1.000,1.700,2,false,17.476,9.600,false
1.000,1,0.000,2.100,2,false,21.476,16.800,false
1.000,2,1.000,1.700,2,false,17.476,25.200,false
1.000,3,2.000,3.400,5,false,37.476,36.000,true
1.000,4,1.000,1.000,1,false,9.476,48.000,false
2.000,0,0.000,1.190,2,false,12.376,9.600,false
2.000,1,1.000,1.770,3,false,19.176,16.800,false
2.000,2,4.000,2.390,6,false,28.376,25.200,false
2.000,3,1.000,2.680,6,false,31.276,36.000,false
2.000,4,6.000,2.500,7,false,30.476,48.000,false
3.000,0,1.000,1.133,3,false,12.806,9.600,false
3.000,1,1.000,1.539,3,false,16.866,16.800,false
3.000,2,3.000,2.573,9,false,33.206,25.200,false
3.000,3,5.000,3.376,11,false,43.236,36.000,true
3.000,4,4.000,2.950,11,false,38.976,48.000,false
4.000,0,0.000,0.793,3,false,9.407,9.600,false
4.000,1,1.000,1.377,4,false,16.249,16.800,false
4.000,2,5.000,3.301,14,false,45.487,25.200,true
4.000,3,4.000,3.563,15,false,49.108,36.000,true
4.000,4,8.000,4.465,19,false,62.126,48.000,true
5.000,0,1.000,0.855,4,false,11.028,9.600,false
5.000,1,1.000,1.264,5,false,16.117,16.800,false
5.000,2,2.000,2.911,16,false,43.584,25.200,false
5.000,3,3.000,3.394,18,false,50.419,36.000,true
5.000,4,2.000,3.726,20,false,55.731,48.000,true
6.000,0,0.000,0.599,4,false,8.462,9.600,false
6.000,1,1.000,1.185,6,false,16.325,16.800,false
6.000,2,0.000,2.038,15,false,33.852,25.200,false
6.000,3,2.000,2.976,20,false,48.236,36.000,false
6.000,4,0.000,2.608,20,false,44.555,48.000,false
7.000,0,1.000,0.719,5,false,10.667,9.600,false
7.000,1,1.000,1.129,7,false,16.770,16.800,false
7.000,2,1.000,1.726,16,false,31.739,25.200,false
7.000,3,3.000,2.983,22,false,50.308,36.000,false
7.000,4,2.000,2.425,22,false,44.731,48.000,false
8.000,0,2.000,1.103,7,false,16.509,9.600,false
8.000,1,4.000,1.991,11,false,29.382,16.800,false
8.000,2,1.000,1.508,17,false,30.560,25.200,false
8.000,3,5.000,3.588,27,false,61.358,36.000,true
8.000,4,5.000,3.198,27,false,57.455,48.000,true
9.000,0,1.000,1.072,8,false,17.199,9.600,false
9.000,1,1.000,1.693,11,false,26.410,16.800,false
9.000,2,6.000,2.856,23,false,50.035,25.200,false
9.000,3,0.000,2.512,27,false,50.594,36.000,false
9.000,4,5.000,3.738,32,false,67.861,48.000,true
10.000,0,1.000,1.051,8,false,16.982,9.600,false
10.000,1,1.000,1.485,12,false,25.330,16.800,false
10.000,2,4.000,3.199,26,false,56.467,25.200,true
10.000,3,1.000,2.058,28,false,47.058,36.000,false
10.000,4,5.000,4.117,36,false,75.646,48.000,true
11.000,0,2.000,1.335,10,false,21.831,9.600,false
11.000,1,1.000,1.340,13,false,24.874,16.800,false
11.000,2,1.000,2.539,27,false,50.870,25.200,false
11.000,3,2.000,2.041,30,false,48.884,36.000,false
11.000,4,2.000,3.482,38,false,71.295,48.000,true
12.000,0,1.000,1.235,11,false,21.824,9.600,false
12.000,1,1.000,1.238,13,false,23.855,16.800,false
12.000,2,1.000,2.078,28,false,47.252,25.200,false
12.000,3,2.000,2.029,32,false,50.762,36.000,false
12.000,4,6.000,4.237,44,false,84.849,48.000,true
13.000,0,2.000,1.464,13,false,26.120,9.600,false
13.000,1,1.000,1.166,14,false,24.141,16.800,false
13.000,2,0.000,1.454,28,false,41.019,25.200,false
13.000,3,6.000,3.220,38,false,68.676,36.000,true
13.000,4,5.000,4.466,49,false,92.137,48.000,true
14.000,0,3.000,1.925,16,false,33.727,9.600,false
14.000,1,5.000,2.317,18,false,39.642,16.800,false
14.000,2,2.000,1.618,30,false,44.656,25.200,false
14.000,3,3.000,3.154,41,false,71.016,36.000,true
14.000,4,7.000,5.226,55,false,105.739,48.000,true
