time,node_id,observed_arrival_rate,smoothed_arrival_rate,waiting_queue_size,idle,predicted_queue_size,proactive_queue_threshold,proactive_risk
0.000,0,0.000,0.000,0,true,0.000,9.600,false
0.000,1,3.000,3.000,2,false,30.476,16.800,true
0.000,2,0.000,0.000,0,true,0.000,25.200,false
0.000,3,3.000,3.000,2,false,30.476,36.000,false
0.000,4,3.000,3.000,2,false,30.476,48.000,false
1.000,0,0.000,0.000,0,true,0.000,9.600,false
1.000,1,1.000,2.400,3,false,25.476,16.800,false
1.000,2,3.000,0.900,2,false,9.476,25.200,false
1.000,3,1.000,2.400,3,false,25.476,36.000,false
1.000,4,6.000,3.900,8,false,45.476,48.000,true
2.000,0,0.000,0.000,0,true,0.000,9.600,false
2.000,1,3.000,2.580,6,false,30.276,16.800,false
2.000,2,0.000,0.630,2,false,6.776,25.200,false
2.000,3,3.000,2.580,6,false,30.276,36.000,false
2.000,4,1.000,3.030,9,false,37.776,48.000,true
3.000,0,0.000,0.000,0,true,0.000,9.600,false
3.000,1,2.000,2.406,8,false,30.536,16.800,false
3.000,2,3.000,1.341,5,false,16.886,25.200,false
3.000,3,5.000,3.306,11,false,42.536,36.000,true
3.000,4,5.000,3.621,14,false,48.686,48.000,true
4.000,0,0.000,0.000,0,true,0.000,9.600,false
4.000,1,0.000,1.684,8,false,23.318,16.800,false
4.000,2,1.000,1.239,5,false,15.863,25.200,false
4.000,3,3.000,3.214,14,false,44.618,36.000,true
4.000,4,5.000,4.035,18,false,56.823,48.000,true
5.000,0,1.000,0.300,0,false,1.476,9.600,false
5.000,1,1.000,1.479,9,false,22.266,16.800,false
5.000,2,1.000,1.167,6,false,16.147,25.200,false
5.000,3,4.000,3.450,18,false,50.976,36.000,true
5.000,4,7.000,4.924,25,false,72.719,48.000,true
6.000,0,0.000,0.210,0,false,0.576,9.600,false
6.000,1,0.000,1.035,9,false,17.829,16.800,false
6.000,2,2.000,1.417,8,false,20.646,25.200,false
6.000,3,3.000,3.315,21,false,52.626,36.000,true
6.000,4,5.000,4.947,30,false,77.946,48.000,true
7.000,0,3.000,1.047,3,false,11.946,9.600,false
7.000,1,0.000,0.725,8,false,13.723,16.800,false
7.000,2,3.000,1.892,11,false,28.395,25.200,false
7.000,3,5.000,3.820,26,false,62.681,36.000,true
7.000,4,3.000,4.363,32,false,74.105,48.000,true
8.000,0,0.000,0.733,3,false,8.805,9.600,false
8.000,1,2.000,1.107,10,false,19.549,16.800,false
8.000,2,2.000,1.924,13,false,30.719,25.200,false
8.000,3,1.000,2.974,26,false,54.219,36.000,false
8.000,4,2.000,3.654,34,false,69.017,48.000,true
9.000,0,2.000,1.113,5,false,14.606,9.600,false
9.000,1,2.000,1.375,12,false,24.227,16.800,false
9.000,2,3.000,2.247,16,false,36.946,25.200,false
9.000,3,9.000,4.782,35,false,81.296,36.000,true
9.000,4,3.000,3.458,37,false,70.054,48.000,true
10.000,0,0.000,0.779,5,false,11.267,9.600,false
10.000,1,1.000,1.263,13,false,24.102,16.800,false
10.000,2,2.000,2.173,18,false,38.205,25.200,false
10.000,3,3.000,4.247,37,false,77.950,36.000,true
10.000,4,6.000,4.220,43,false,83.681,48.000,true
11.000,0,2.000,1.145,7,false,16.930,9.600,false
11.000,1,2.000,1.484,15,false,28.314,16.800,false
11.000,2,5.000,3.021,23,false,51.687,25.200,true
11.000,3,2.000,3.573,39,false,73.208,36.000,true
11.000,4,2.000,3.554,45,false,79.020,48.000,true
12.000,0,1.000,1.102,8,false,17.494,9.600,false
12.000,1,1.000,1.339,16,false,27.863,16.800,false
12.000,2,2.000,2.715,24,false,49.623,25.200,false
12.000,3,3.000,3.401,42,false,74.489,36.000,true
12.000,4,3.000,3.388,48,false,80.357,48.000,true
13.000,0,0.000,0.771,8,false,14.189,9.600,false
13.000,1,0.000,0.937,16,false,23.847,16.800,false
13.000,2,2.000,2.500,26,false,49.479,25.200,false
13.000,3,1.000,2.681,43,false,68.285,36.000,false
13.000,4,4.000,3.572,52,false,86.192,48.000,true
14.000,0,0.000,0.540,8,false,11.875,9.600,false
14.000,1,2.000,1.256,18,false,29.036,16.800,false
