time,node_id,observed_arrival_rate,smoothed_arrival_rate,waiting_queue_size,idle,predicted_queue_size,proactive_queue_threshold,proactive_risk
0.000,0,0.000,0.000,0,true,0.000,9.600,false
0.000,1,1.000,1.000,0,false,8.476,16.800,false
0.000,2,0.000,0.000,0,true,0.000,25.200,false
0.000,3,3.000,3.000,2,false,30.476,36.000,false
0.000,4,4.000,4.000,3,false,41.476,48.000,false
1.000,0,1.000,0.300,0,false,1.476,9.600,false
1.000,1,1.000,1.000,1,false,9.476,16.800,false
1.000,2,2.000,0.600,1,false,5.476,25.200,false
1.000,3,4.000,3.300,6,false,37.476,36.000,false
1.000,4,7.000,4.900,6,false,57.476,48.000,true
2.000,0,1.000,0.510,3,false,6.576,9.600,false
2.000,1,0.000,0.700,2,false,7.476,16.800,false
2.000,2,2.000,1.020,4,false,12.676,25.200,false
2.000,3,3.000,3.210,9,false,39.576,36.000,false
2.000,4,5.000,4.930,11,false,58.776,48.000,true
3.000,0,0.000,0.357,3,false,5.046,9.600,false
3.000,1,1.000,0.790,3,false,9.376,16.800,false
3.000,2,3.000,1.614,7,false,21.616,25.200,false
3.000,3,6.000,4.047,8,false,52.946,36.000,true
3.000,4,5.000,4.951,16,false,63.986,48.000,true
4.000,0,1.000,0.550,7,false,10.975,9.600,false
4.000,1,1.000,0.853,6,false,13.006,16.800,false
4.000,2,2.000,1.730,9,false,24.774,25.200,false
4.000,3,8.000,5.233,16,false,66.805,36.000,true
4.000,4,4.000,4.666,20,false,65.133,48.000,false
5.000,0,0.000,0.385,7,false,9.325,9.600,false
5.000,1,1.000,0.897,7,false,14.447,16.800,false
5.000,2,1.000,1.511,10,false,23.585,25.200,false
5.000,3,3.000,4.563,19,false,63.106,36.000,true
5.000,4,4.000,4.466,24,false,67.136,48.000,false
6.000,0,2.000,0.869,9,false,16.171,9.600,false
6.000,1,0.000,0.628,7,false,11.756,16.800,false
6.000,2,2.000,1.658,12,false,27.052,25.200,false
6.000,3,3.000,4.094,22,false,61.417,36.000,true
6.000,4,2.000,3.726,25,false,60.738,48.000,false
7.000,0,1.000,0.909,10,false,17.562,9.600,false
7.000,1,2.000,1.040,9,false,17.872,16.800,false
7.000,2,1.000,1.460,12,false,25.079,25.200,false
7.000,3,4.000,4.066,26,false,65.135,36.000,true
7.000,4,5.000,4.108,30,false,69.560,48.000,false
8.000,0,0.000,0.636,10,false,14.837,9.600,false
8.000,1,1.000,1.028,10,false,18.753,16.800,false
8.000,2,4.000,2.222,16,false,36.698,25.200,false
8.000,3,0.000,2.846,26,false,52.937,36.000,false
8.000,4,2.000,3.476,32,false,65.235,48.000,false
9.000,0,0.000,0.445,9,false,11.928,9.600,false
9.000,1,1.000,1.019,11,false,19.670,16.800,false
9.000,2,2.000,2.156,18,false,38.032,25.200,false
9.000,3,2.000,2.592,28,false,52.399,36.000,false
9.000,4,4.000,3.633,35,false,69.807,48.000,false
10.000,0,0.000,0.312,9,false,10.593,9.600,false
10.000,1,1.000,1.014,11,false,19.612,16.800,false
10.000,2,1.000,1.809,19,false,35.565,25.200,false
10.000,3,9.000,4.515,37,false,80.622,36.000,true
10.000,4,3.000,3.443,38,false,70.908,48.000,false
11.000,0,1.000,0.518,10,false,13.658,9.600,false
11.000,1,3.000,1.610,14,false,28.571,16.800,false
11.000,2,5.000,2.766,14,false,50.138,25.200,true
11.000,3,1.000,3.460,37,false,70.078,36.000,false
11.000,4,2.000,3.010,40,false,68.578,48.000,false
12.000,0,0.000,0.363,17,false,19.103,9.600,false
12.000,1,0.000,1.127,17,false,26.743,16.800,false
12.000,2,2.000,2.536,16,false,39.840,25.200,true
12.000,3,1.000,2.722,38,false,63.698,36.000,false
12.000,4,3.000,3.007,43,false,71.548,48.000,false
13.000,0,1.000,0.554,18,false,22.015,9.600,false
13.000,1,2.000,1.389,19,false,31.363,16.800,false
13.000,2,2.000,2.375,18,false,40.231,25.200,false
13.000,3,3.000,2.806,41,false,67.531,36.000,false
13.000,4,3.000,3.005,45,false,73.526,48.000,false
14.000,0,0.000,0.388,18,false,20.353,9.600,false
14.000,1,0.000,0.972,18,false,26.197,16.800,false
14.000,2,3.000,2.563,20,false,44.104,25.200,true
14.000,3,2.000,2.564,42,false,66.115,36.000,false
14.000,4,7.000,4.204,52,false,92.511,48.000,false
15.000,0,0.000,0.271,18,false,19.190,9.600,false
15.000,1,0.000,0.680,18,false,23.281,16.800,false
15.000,2,2.000,2.394,22,false,44.416,25.200,false
15.000,3,1.000,2.095,43,false,62.423,36.000,false
15.000,4,4.000,4.142,56,false,95.901,48.000,false
16.000,0,1.000,0.490,18,false,21.376,9.600,false
16.000,1,1.000,0.776,19,false,25.239,16.800,false
16.000,2,3.000,2.576,25,false,49.234,25.200,true
16.000,3,7.000,3.566,50,false,84.139,36.000,false
16.000,4,2.000,3.500,58,false,91.473,48.000,false
17.000,0,0.000,0.343,18,false,19.906,9.600,false
17.000,1,2.000,1.143,21,false,30.910,16.800,false
17.000,2,2.000,2.403,27,false,49.507,25.200,false
17.000,3,1.000,2.796,51,false,77.440,36.000,false
17.000,4,2.000,3.050,60,false,88.974,48.000,false
18.000,0,0.000,0.240,18,false,18.877,9.600,false
18.000,1,0.000,0.800,21,false,27.480,16.800,false
18.000,2,2.000,2.282,29,false,50.298,25.200,false
18.000,3,2.000,2.557,53,false,77.051,36.000,false
18.000,4,5.000,3.635,64,false,98.825,48.000,false
19.000,0,2.000,0.768,20,false,26.157,9.600,false
19.000,1,2.000,1.160,23,false,33.079,16.800,false
19.000,2,4.000,2.797,33,false,59.451,25.200,true
19.000,3,4.000,2.990,56,false,84.379,36.000,false
19.000,4,6.000,4.344,70,false,111.920,48.000,false
20.000,0,2.000,1.138,13,false,31.853,9.600,true
20.000,1,0.000,0.812,32,false,38.598,16.800,false
20.000,2,0.000,1.958,32,false,50.059,25.200,false
20.000,3,1.000,2.393,57,false,79.408,36.000,false
20.000,4,6.000,4.841,76,false,122.887,48.000,true
21.000,0,0.000,0.796,13,false,19.440,9.600,false
21.000,1,2.000,1.169,33,false,43.162,16.800,false
21.000,2,5.000,2.871,37,false,64.184,25.200,true
21.000,3,2.000,2.275,59,false,80.228,36.000,false
21.000,4,2.000,3.989,78,false,116.364,48.000,false
22.000,0,1.000,0.857,14,false,21.051,9.600,false
22.000,1,1.000,1.118,34,false,43.656,16.800,false
22.000,2,3.000,2.910,40,false,67.572,25.200,true
22.000,3,5.000,3.093,63,false,92.403,36.000,false
22.000,4,2.000,3.392,80,false,112.397,48.000,false
23.000,0,0.000,0.600,13,false,17.478,9.600,false
23.000,1,2.000,1.383,36,false,48.302,16.800,false
23.000,2,3.000,2.937,43,false,70.843,25.200,true
23.000,3,5.000,3.665,68,false,103.125,36.000,true
23.000,4,3.000,3.274,83,false,114.221,48.000,false
24.000,0,2.000,1.020,15,false,23.678,9.600,true
24.000,1,1.000,1.268,37,false,48.154,16.800,false
24.000,2,2.000,2.656,44,false,69.033,25.200,true
24.000,3,0.000,2.565,68,false,92.130,36.000,false
24.000,4,8.000,4.692,91,false,136.398,48.000,false
25.000,0,0.000,0.714,15,false,20.617,9.600,false
25.000,1,1.000,1.187,38,false,48.351,16.800,false
25.000,2,3.000,2.759,47,false,73.066,25.200,true
25.000,3,4.000,2.996,72,false,100.434,36.000,false
25.000,4,1.000,3.585,91,false,125.321,48.000,false
26.000,0,1.000,0.800,16,false,22.475,9.600,false
26.000,1,1.000,1.131,38,false,47.788,16.800,false
26.000,2,1.000,2.231,48,false,68.789,25.200,false
26.000,3,2.000,2.697,74,false,99.447,36.000,false
26.000,4,2.000,3.109,93,false,122.568,48.000,false
27.000,0,0.000,0.560,16,false,20.075,9.600,false
27.000,1,1.000,1.092,39,false,48.395,16.800,false
27.000,2,7.000,3.662,54,false,89.095,25.200,true
27.000,3,6.000,3.688,80,false,115.356,36.000,true
27.000,4,3.000,3.076,96,false,125.240,48.000,false
28.000,0,0.000,0.392,15,false,17.396,9.600,false
28.000,1,3.000,1.664,42,false,57.119,16.800,false
28.000,2,3.000,3.463,57,false,90.109,25.200,true
28.000,3,4.000,3.782,83,false,119.292,36.000,true
