time,node_id,observed_arrival_rate,smoothed_arrival_rate,waiting_queue_size,idle,predicted_queue_size,proactive_queue_threshold,proactive_risk
0.000,0,1.000,1.000,0,false,8.476,9.600,false
0.000,1,0.000,0.000,0,true,0.000,16.800,false
0.000,2,0.000,0.000,0,true,0.000,25.200,false
0.000,3,2.000,2.000,1,false,19.476,36.000,false
0.000,4,7.000,7.000,3,false,74.476,48.000,true
1.000,0,1.000,1.000,1,false,10.476,9.600,true
1.000,1,2.000,0.600,3,false,7.476,16.800,false
1.000,2,1.000,0.300,1,false,2.476,25.200,false
1.000,3,5.000,2.900,6,false,33.476,36.000,false
1.000,4,2.000,5.500,5,false,58.476,48.000,true
2.000,0,0.000,0.700,1,false,6.476,9.600,false
2.000,1,1.000,0.720,4,false,9.676,16.800,false
2.000,2,2.000,0.810,3,false,9.576,25.200,false
2.000,3,3.000,2.930,9,false,36.776,36.000,false
2.000,4,4.000,5.050,9,false,57.976,48.000,true
3.000,0,1.000,0.790,2,false,8.376,9.600,false
3.000,1,1.000,0.804,5,false,11.516,16.800,false
3.000,2,1.000,0.867,4,false,11.146,25.200,false
3.000,3,3.000,2.951,12,false,39.986,36.000,false
3.000,4,2.000,4.135,11,false,50.826,48.000,false
4.000,0,1.000,0.853,3,false,10.006,9.600,false
4.000,1,2.000,1.163,6,false,16.104,16.800,false
4.000,2,1.000,0.907,5,false,12.545,25.200,false
4.000,3,4.000,3.266,16,false,47.133,36.000,false
4.000,4,4.000,4.094,15,false,54.421,48.000,false
5.000,0,0.000,0.597,3,false,7.447,9.600,false
5.000,1,2.000,1.414,8,false,20.616,16.800,false
5.000,2,1.000,0.935,6,false,13.824,25.200,false
5.000,3,1.000,2.586,17,false,41.336,36.000,false
5.000,4,2.000,3.466,16,false,49.138,48.000,false
6.000,0,0.000,0.418,3,false,5.656,9.600,false
6.000,1,2.000,1.590,10,false,24.374,16.800,false
6.000,2,1.000,0.954,7,false,15.020,25.200,false
6.000,3,5.000,3.310,22,false,53.578,36.000,false
6.000,4,8.000,4.826,24,false,70.739,48.000,true
7.000,0,0.000,0.293,3,false,4.402,9.600,false
7.000,1,1.000,1.413,11,false,23.605,16.800,false
7.000,2,2.000,1.268,8,false,19.157,25.200,false
7.000,3,6.000,4.117,18,false,67.648,36.000,true
7.000,4,1.000,3.678,25,false,60.260,48.000,false
8.000,0,0.000,0.205,10,false,10.524,9.600,false
8.000,1,2.000,1.589,13,false,27.366,16.800,false
8.000,2,5.000,2.388,15,false,37.353,25.200,false
8.000,3,1.000,3.182,19,false,49.296,36.000,false
8.000,4,5.000,4.075,30,false,69.225,48.000,false
9.000,0,3.000,1.043,13,false,21.910,9.600,true
9.000,1,1.000,1.412,14,false,26.599,16.800,false
9.000,2,2.000,2.271,17,false,38.190,25.200,false
9.000,3,4.000,3.427,23,false,55.750,36.000,false
9.000,4,4.000,4.052,34,false,73.000,48.000,false
10.000,0,1.000,1.030,14,false,22.780,9.600,true
10.000,1,2.000,1.589,15,false,29.362,16.800,false
10.000,2,3.000,2.490,20,false,43.376,25.200,false
10.000,3,5.000,3.899,28,false,65.468,36.000,true
10.000,4,2.000,3.437,36,false,68.843,48.000,false
11.000,0,0.000,0.721,14,false,19.689,9.600,false
11.000,1,0.000,1.112,15,false,24.596,16.800,false
11.000,2,1.000,2.043,20,false,38.906,25.200,false
11.000,3,2.000,3.329,30,false,61.770,36.000,false
11.000,4,7.000,4.506,42,false,85.533,48.000,false
12.000,0,1.000,0.805,15,false,21.525,9.600,false
12.000,1,3.000,1.678,18,false,33.260,16.800,false
12.000,2,1.000,1.730,21,false,36.777,25.200,false
12.000,3,5.000,3.831,34,false,70.782,36.000,true
12.000,4,5.000,4.654,47,false,92.016,48.000,false
13.000,0,0.000,0.563,15,false,19.110,9.600,false
13.000,1,3.000,2.075,12,false,40.225,16.800,true
13.000,2,1.000,1.511,23,false,36.587,25.200,false
13.000,3,2.000,3.281,36,false,67.290,36.000,false
13.000,4,3.000,4.158,50,false,90.054,48.000,false
14.000,0,0.000,0.394,22,false,24.420,9.600,false
14.000,1,0.000,1.452,12,false,25.000,16.800,false
14.000,2,2.000,1.658,25,false,40.054,25.200,false
14.000,3,4.000,3.497,40,false,73.446,36.000,false
14.000,4,1.000,3.210,51,false,81.581,48.000,false
15.000,0,2.000,0.876,24,false,31.237,9.600,false
15.000,1,1.000,1.317,13,false,24.643,16.800,false
15.000,2,1.000,1.460,26,false,39.080,25.200,false
15.000,3,1.000,2.748,41,false,66.955,36.000,false
15.000,4,5.000,3.747,56,false,91.949,48.000,false
16.000,0,0.000,0.613,23,false,27.609,9.600,false
16.000,1,1.000,1.222,14,false,24.693,16.800,false
16.000,2,3.000,1.922,29,false,46.699,25.200,false
16.000,3,5.000,3.424,46,false,78.711,36.000,false
16.000,4,4.000,3.823,60,false,96.707,48.000,false
17.000,0,0.000,0.429,23,false,25.769,9.600,false
17.000,1,1.000,1.155,15,false,25.028,16.800,false
17.000,2,3.000,2.246,32,false,52.932,25.200,false
17.000,3,3.000,3.296,49,false,80.441,36.000,false
17.000,4,10.000,5.676,70,false,125.238,48.000,true
18.000,0,0.000,0.300,23,false,24.481,9.600,false
18.000,1,1.000,1.109,15,false,24.562,16.800,false
18.000,2,3.000,2.472,34,false,57.195,25.200,false
18.000,3,2.000,2.908,50,false,77.551,36.000,false
18.000,4,2.000,4.573,72,false,116.209,48.000,false
19.000,0,1.000,0.510,24,false,27.580,9.600,false
19.000,1,0.000,0.776,15,false,21.237,16.800,false
19.000,2,2.000,2.330,36,false,57.780,25.200,false
19.000,3,3.000,2.935,53,false,80.829,36.000,false
19.000,4,6.000,5.001,78,false,126.489,48.000,true
20.000,0,0.000,0.357,24,false,26.049,9.600,false
